timestamp_s,x_m,y_m,z_m,qx,qy,qz,qw,vx_mps,vy_mps,vz_mps,wx_radps,wy_radps,wz_radps,cmd_v_mps,cmd_w_radps
1.74000000,-9.55204773,10.24088001,0.12231134,0.03393508,0.02323374,-0.34764740,0.93672293,0.49213770,-0.42228118,-0.04362541,-0.00056116,0.00224468,-0.02805832,0.64994156,-0.02815356
1.76000000,-9.54220867,10.23243046,0.12143858,0.03392910,0.02324248,-0.34788862,0.93663341,0.49193326,-0.42254636,-0.04364254,-0.00046242,0.00184968,-0.02312084,0.64996034,-0.02319932
1.78000000,-9.53237247,10.22397614,0.12056551,0.03392371,0.02325035,-0.34810588,0.93655264,0.49173629,-0.42277426,-0.04365683,-0.00046172,0.00184690,-0.02308611,0.64996046,-0.02316447
1.80000000,-9.52254105,10.21551704,0.11969216,0.03391832,0.02325822,-0.34832305,0.93647194,0.49153927,-0.42300189,-0.04367110,-0.00046165,0.00184661,-0.02308244,0.64996046,-0.02316079
1.82000000,-9.51271343,10.20705414,0.11881852,0.03391292,0.02326609,-0.34854037,0.93639106,0.49134186,-0.42322958,-0.04368537,-0.00046223,0.00184894,-0.02311160,0.64996034,-0.02319005
1.84000000,-9.50288963,10.19858646,0.11793753,0.03623533,0.02413303,-0.34862429,0.93625087,0.49121219,-0.42315698,-0.04579241,-0.00046332,0.00196912,-0.02316620,0.64996016,-0.02325435
1.86000000,-9.49306774,10.19011974,0.11702145,0.03622969,0.02414150,-0.34884301,0.93616939,0.49101305,-0.42338574,-0.04580787,-0.00046567,0.00197911,-0.02328373,0.64995974,-0.02337233
1.88000000,-9.48325062,10.18164825,0.11610506,0.03622401,0.02415002,-0.34906328,0.93608731,0.49081221,-0.42361593,-0.04582342,-0.00046917,0.00199396,-0.02345841,0.64995915,-0.02354767
1.90000000,-9.47343731,10.17317295,0.11518835,0.03621828,0.02415862,-0.34928548,0.93600440,0.49060938,-0.42384794,-0.04583909,-0.00047356,0.00201262,-0.02367797,0.64995837,-0.02376807
1.92000000,-9.46362782,10.16469288,0.11427137,0.03621390,0.02416518,-0.34945494,0.93594116,0.49046829,-0.42403665,-0.04585230,-0.00036046,0.00153194,-0.01802289,0.64997590,-0.01809147
1.94000000,-9.45382023,10.15620899,0.11335415,0.03620952,0.02417175,-0.34962484,0.93587768,0.49031335,-0.42421424,-0.04586430,-0.00036161,0.00153686,-0.01808078,0.64997572,-0.01814958
1.96000000,-9.44401646,10.14772224,0.11243667,0.03620511,0.02417835,-0.34979549,0.93581396,0.49015760,-0.42439255,-0.04587634,-0.00036330,0.00154404,-0.01816528,0.64997548,-0.01823440
1.98000000,-9.43421555,10.13923168,0.11151897,0.03620067,0.02418499,-0.34996709,0.93574977,0.49000084,-0.42457175,-0.04588844,-0.00036556,0.00155364,-0.01827820,0.64997518,-0.01834775
2.00000000,-9.42441750,10.13073730,0.11060102,0.03619620,0.02419168,-0.35013998,0.93568510,0.48984277,-0.42475218,-0.04590061,-0.00036843,0.00156583,-0.01842165,0.64997482,-0.01849175
2.02000000,-9.41462326,10.12224007,0.10968282,0.03619169,0.02419843,-0.35031444,0.93561977,0.48968315,-0.42493415,-0.04591289,-0.00037196,0.00158083,-0.01859811,0.64997429,-0.01866888
2.04000000,-9.40483189,10.11373806,0.10876438,0.03618713,0.02420525,-0.35049078,0.93555373,0.48952162,-0.42511797,-0.04592528,-0.00037621,0.00159888,-0.01881047,0.64997375,-0.01888205
2.06000000,-9.39504910,10.10523605,0.10777175,0.03354625,0.03120643,-0.35066104,0.93538100,0.48887241,-0.42503300,-0.05323821,-0.00045589,0.00110716,-0.01302543,0.64998740,-0.01308035
