epoch,train_loss,validation_loss,validation_ADE_m,validation_FDE_m,encoder_lr,other_lr,epoch_wall_time_s,peak_vram_mib,checkpoint_status
39,0.0017662649041166835,0.007794256089683212,,,9.225950427718975e-05,0.0002767785128315692,28.265283369997633,1261.783203125,last
40,0.001726858486741114,0.0070560208311208576,0.10196297958314032,0.18525323729400386,9.182350690051133e-05,0.00027547052070153396,31.997820302000036,1261.783203125,best
41,0.0019074043096564432,0.007846684999736574,,,9.13766542302225e-05,0.0002741299626906675,51.110526282005594,1261.783203125,last
42,0.002071268491120314,0.008887263701420607,,,9.091906224695935e-05,0.000272757186740878,39.015275939003914,1261.783203125,last
43,0.002415815326506828,0.007431967097492067,,,9.045084971874738e-05,0.0002713525491562421,27.955594623999787,1261.783203125,last
44,0.00213844656515102,0.007278458844024606,,,8.997213817017507e-05,0.00026991641451052517,28.50602605000313,1261.783203125,last
45,0.0023395074574005747,0.008729925252469805,0.12376826152439806,0.22030484786637947,8.948305185085225e-05,0.0002684491555525567,59.595426889995,1261.783203125,last
46,0.0019131853928052779,0.007596709710710189,,,8.898371770316111e-05,0.00026695115310948334,29.727212851998047,1261.783203125,last
47,0.0014926076216845593,0.008014226031852612,,,8.847426532930831e-05,0.0002654227959879249,28.09458943500067,1261.783203125,last
48,0.001975334268115433,0.008471163031679359,,,8.795482695768658e-05,0.0002638644808730597,44.53719688599813,1261.783203125,last
49,0.0019333281500417906,0.007997256960473298,,,8.742553740855506e-05,0.00026227661222566516,41.577618003007956,1261.783203125,last
50,0.0021963528425210338,0.007655634894035757,0.10326125222593407,0.17916336007740186,8.688653405904652e-05,0.00026065960217713953,31.90211255098984,1261.783203125,last
51,0.0018027201604181484,0.007489909124748973,,,8.633795680751116e-05,0.00025901387042253347,29.650433312999667,1261.783203125,last
52,0.0014387624085456857,0.008182906751993442,,,8.577994803720606e-05,0.00025733984411161815,58.77429381500406,1261.783203125,last
53,0.0019414676701712576,0.007690774460891536,,,8.521265257933948e-05,0.0002556379577380184,29.368174666000414,1261.783203125,last
54,0.0016342590383163639,0.0075154384771046944,,,8.463621767547998e-05,0.0002539086530264399,28.506730305001838,1261.783203125,last
55,0.0014197341562596274,0.008457871391917305,0.11162207040601478,0.19511823004644077,8.405079293933986e-05,0.00025215237881801955,60.65170789499825,1261.783203125,last
56,0.0017772460777708678,0.008701563036404824,,,8.345653031794292e-05,0.0002503695909538287,30.247137910002493,1261.783203125,last
57,0.0016193400852993797,0.007432662069999531,,,8.285358405218655e-05,0.00024856075215655963,27.45129539600748,1261.783203125,last
58,0.0021349840959075336,0.00796185943780823,,,8.224211063680853e-05,0.0002467263319104256,27.64653392600303,1261.783203125,last
59,0.0015596855494346637,0.007693656807960532,,,8.162226877976887e-05,0.0002448668063393066,53.50428412100882,1261.783203125,last
60,0.0014866506666945877,0.007961794923604056,0.10193240289661644,0.19169037194300537,8.099421936105702e-05,0.00024298265808317103,37.61544385900197,1261.783203125,best
61,0.001507235601207297,0.008032014795068843,,,8.035812539093557e-05,0.00024107437617280667,27.828359769002418,1261.783203125,last
62,0.00165585473852246,0.008084057267885381,,,7.971415196763088e-05,0.0002391424559028926,30.41567512700567,1261.783203125,last
63,0.0015024261164249602,0.007029432383098859,,,7.906246623448183e-05,0.00023718739870344548,53.50637851799547,1261.783203125,last
64,0.0013264277922128563,0.008129533415793797,,,7.840323733655778e-05,0.00023520971200967334,28.52277868699457,1261.783203125,last
65,0.001347228444316911,0.009300020620952743,0.10535697643123877,0.19674869734969655,7.773663637675694e-05,0.0002332099091302708,31.777187810002943,1261.783203125,last
66,0.0014029194984876954,0.0075181431581286765,,,7.706283637139658e-05,0.0002311885091141897,32.79396909599018,1261.783203125,last
67,0.0011454203537032842,0.008425904033869943,,,7.638201220530665e-05,0.00022914603661591988,33.991638222010806,1261.783203125,last
68,0.0011828169753121684,0.00792515758503749,,,7.569434058643844e-05,0.0002270830217593153,29.587362699006917,1261.783203125,last
69,0.0011996550012880298,0.008228588792810436,,,7.500000000000001e-05,0.000225,33.806272432004334,1261.783203125,last
70,0.0011768971461239756,0.00746286612283096,0.09487420808485986,0.1737413239302622,7.42991706621303e-05,0.00022289751198639087,41.720424019003985,1261.783203125,best
71,0.0009655920103619765,0.008128449371724855,,,7.35920344731241e-05,0.0002207761034193723,28.2335724660079,1261.783203125,last
72,0.0011011855178964395,0.007726294833392946,,,7.287877497021978e-05,0.0002186363249106593,31.293710181998904,1261.783203125,last
73,0.0011640317591233875,0.008378393723807461,,,7.215957727996207e-05,0.0002164787318398862,52.94116845900135,1261.783203125,last
74,0.0013612113891294532,0.007735320901059929,,,7.143462807015271e-05,0.0002143038842104581,28.499763243002235,1261.783203125,last
75,0.00113021579002892,0.008233973755576537,0.09515251719653882,0.18032854335050028,7.07041155014006e-05,0.00021211234650420177,32.11088202400424,1261.783203125,last
76,0.0012848228083249293,0.007279059915163089,,,6.996822917828477e-05,0.0002099046875348543,50.54060218199447,1261.783203125,last
77,0.0009408704675873046,0.008095799422281905,,,6.922716010014255e-05,0.00020768148030042764,34.08013407100225,1261.783203125,last
78,0.0008779114178284557,0.00854454084593967,,,6.848110061149556e-05,0.00020544330183448664,28.226812558001257,1261.783203125,last
79,0.001055360635405462,0.009285668408505017,,,6.773024435212678e-05,0.0002031907330563803,29.70610594500613,1261.783203125,last
80,0.0009905704625955186,0.008945849127057419,0.09713756767938139,0.18171572955420015,6.697478620682137e-05,0.00020092435862046406,60.04502757600858,1261.783203125,last
81,0.0009079913976654383,0.008507245533110108,,,6.621492225478414e-05,0.0001986447667643524,28.312187704010285,1261.783203125,last
82,0.0009224397112935114,0.008429018266992095,,,6.545084971874738e-05,0.0001963525491562421,28.19985851099773,1261.783203125,last
83,0.0009450707926915319,0.0100294300902854,,,6.468276691378155e-05,0.0001940483007413446,31.22584443599044,1261.783203125,last
84,0.000854203657945618,0.008733007129836445,,,6.391087319582264e-05,0.0001917326195874679,31.57473207100702,1261.783203125,last
85,0.0009610633898366576,0.008378147195531604,0.09498891732022235,0.17595811718928384,6.313536890992935e-05,0.00018940610672978802,34.38552162700216,1261.783203125,last
86,0.0008899489303428763,0.008944811326407088,,,6.235645533828349e-05,0.00018706936601485042,30.572773642998072,1261.783203125,last
87,0.000827914917339404,0.0076671373929403834,,,6.157433464794716e-05,0.00018472300394384146,31.813558545996784,1261.783203125,last
88,0.0007461436442533897,0.008354615775769,,,6.078920983839031e-05,0.00018236762951517093,32.82519199799572,1261.783203125,last
89,0.0010473316989720923,0.008717532883405084,,,6.0001284688802226e-05,0.00018000385406640666,32.93867728600162,1261.783203125,last
90,0.0006995129361210057,0.008041150506067104,0.0910752196206085,0.17167367482218446,5.921076370520058e-05,0.0001776322911156017,35.61978952999925,1261.783203125,best
91,0.0006579842182126508,0.008300582143419888,,,5.841785206735192e-05,0.00017525355620205574,34.69074218299647,1261.783203125,last
92,0.0008258208876593845,0.00843239682902041,,,5.762275557551727e-05,0.0001728682667265518,30.199118877993897,1261.783203125,last
93,0.0005645982839459025,0.008330042698670534,,,5.682568059703659e-05,0.00017047704179110976,30.411288126997533,1261.783203125,last
94,0.0007940835297305777,0.008233753806373844,,,5.602683401276615e-05,0.00016808050203829842,53.32052588299848,1261.783203125,last
95,0.000681728496582859,0.007507221724261078,0.09203525327290792,0.17357181063633512,5.522642316338268e-05,0.000165679269490148,33.813279761991,1261.783203125,last
96,0.0007404082486885531,0.008451104791139882,,,5.442465579556793e-05,0.00016327396738670375,27.80353631399339,1261.783203125,last
97,0.0007000048269966006,0.00800499651385882,,,5.3621740008088126e-05,0.00016086522002426435,29.26684437599033,1261.783203125,last
98,0.0005877797592625911,0.008423820681748432,,,5.281788419778187e-05,0.0001584536525933456,49.96793632701156,1261.783203125,last
99,0.000593748872225701,0.008019889958257623,,,5.201329700547076e-05,0.00015603989101641228,28.69636536599137,1261.783203125,last
100,0.0006410917334967474,0.007617264275990345,0.09012338086259684,0.16959734722820285,5.1208187261806615e-05,0.00015362456178541982,32.54788565100171,1261.783203125,best
101,0.0007119449759475581,0.008291848191327196,,,5.0402763933069496e-05,0.00015120829179920847,29.98893366899574,1261.783203125,last
102,0.0006013440377853894,0.00808146989391603,,,4.9597236066930516e-05,0.00014879170820079153,41.78693546699651,1261.783203125,last
103,0.0005900942157943553,0.008095076375063988,,,4.87918127381934e-05,0.00014637543821458018,29.839467954006977,1261.783203125,last
104,0.000531555492641168,0.007856476371671306,,,4.798670299452926e-05,0.00014396010898358775,27.803825851005968,1261.783203125,last
105,0.0005743570690505457,0.008180007843560922,0.09352919365607623,0.1725691187916587,4.7182115802218126e-05,0.00014154634740665435,52.792359943996416,1261.783203125,last
106,0.0005139146190842113,0.007812443972558386,,,4.6378259991911886e-05,0.00013913477997573565,35.98436366599344,1261.783203125,last
107,0.00046734957790276757,0.007708896829332362,,,4.5575344204432084e-05,0.00013672603261329625,28.211898178007687,1261.783203125,last
108,0.0005388148723877341,0.00828026480581577,,,4.477357683661734e-05,0.000134320730509852,28.765055066993227,1261.783203125,last
109,0.00046711605745489333,0.007872471134332419,,,4.397316598723385e-05,0.00013191949796170156,54.06134241799009,1261.783203125,last
110,0.0006032862350407209,0.007780952554586453,0.0902659359433715,0.1722033962841722,4.317431940296343e-05,0.00012952295820889027,33.050464970001485,1261.783203125,last
111,0.0005441921419957514,0.008070031901297625,,,4.237724442448273e-05,0.00012713173327344817,27.964022433996433,1261.783203125,last
112,0.00042055812032299063,0.008268721669403878,,,4.1582147932648074e-05,0.0001247464437979442,45.88175605300057,1261.783203125,last
113,0.0004346672395798517,0.008489289565926917,,,4.078923629479943e-05,0.00012236770888439827,32.822355917000095,1261.783203125,last
114,0.0003641103940352158,0.008429850860813852,,,3.9998715311197785e-05,0.00011999614593359334,27.928942473998177,1261.783203125,last
115,0.0005029120511173813,0.009173603561494555,0.09157380246652926,0.17238991683440336,3.92107901616097e-05,0.00011763237048482908,32.72109511999588,1261.783203125,last
116,0.0004468894813821387,0.008275761266892967,,,3.842566535205286e-05,0.00011527699605615856,30.788010294010746,1261.783203125,last
117,0.00040434629533877734,0.00837927294538959,,,3.764354466171652e-05,0.00011293063398514954,39.196326825011056,1261.783203125,last
118,0.00044957637976257326,0.009052225669138887,,,3.6864631090070655e-05,0.00011059389327021195,28.944197218006593,1261.783203125,last
119,0.00033564770063420116,0.008126824265191852,,,3.608912680417737e-05,0.0001082673804125321,30.019598615006544,1261.783203125,last
120,0.0004095554693016474,0.00827003204069436,0.09096543605298935,0.16855961218076543,3.531723308621847e-05,0.0001059516992586554,39.64042972600146,1261.783203125,last
